_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,antecedent,antecedent:confidence,orig_antecedent,antecedent_gold,option1,option2,option3,option4,option5
831007180,false,finalized,5,11/19/2015 15:37:22,run,0.5784,It is third down and inches. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007182,false,finalized,5,11/21/2015 03:42:55,run,0.5943,It is third down and inches. The ball is on your 20 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007183,false,finalized,5,11/21/2015 16:56:13,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007184,false,finalized,5,11/21/2015 19:27:42,run,1.0,It is third down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007185,false,finalized,5,11/18/2015 21:09:25,run,1.0,It is third down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007186,false,finalized,5,11/20/2015 14:21:52,run,0.789,It is third down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007187,false,finalized,5,11/20/2015 20:44:06,run,0.619,It is third down and inches. The ball is on your 45 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007188,false,finalized,5,11/19/2015 15:05:21,run,1.0,It is third down and inches. The ball is on your 20 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007189,false,finalized,5,11/19/2015 02:18:19,run,0.8058,It is third down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007190,false,finalized,5,11/21/2015 11:19:34,run,0.7824,It is third down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007191,false,finalized,5,11/18/2015 22:06:18,run,1.0,It is third down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007192,false,finalized,5,11/21/2015 18:11:39,run,0.6066,It is third down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007193,false,finalized,5,11/21/2015 12:42:50,run,1.0,It is third down and inches. The ball is on your 45 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007194,false,finalized,5,11/20/2015 18:48:10,run,0.6284,It is third down and inches. The ball is on your 20 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007195,false,finalized,5,11/21/2015 18:43:32,run,0.7818,It is third down and inches. The ball is on your opponent's 1 yardline. There is 3 seconds left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007196,false,finalized,5,11/21/2015 18:15:00,run,0.4006,It is third down and inches. The ball is on your opponent's 5 yardline. There is 3 seconds left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007197,false,finalized,5,11/21/2015 18:30:22,pass,0.7898,It is third down and inches. The ball is on your opponent's 20 yardline. There is 3 seconds left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007198,false,finalized,5,11/19/2015 03:15:41,Don't know / it depends,0.3627,It is third down and inches. The ball is on your opponent's 40 yardline. There is 3 seconds left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007199,false,finalized,5,11/19/2015 10:54:01,kneel down,0.6162,It is third down and inches. The ball is on your 45 yardline. There is 3 seconds left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007200,false,finalized,5,11/19/2015 02:38:25,run,0.419,It is third down and inches. The ball is on your 20 yardline. There is 3 seconds left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007201,false,finalized,5,11/21/2015 16:43:09,run,0.8092,It is third down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007202,false,finalized,5,11/20/2015 15:53:22,run,0.8286,It is third down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007203,false,finalized,5,11/21/2015 19:27:42,run,0.5823,It is third down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007204,false,finalized,5,11/21/2015 18:46:02,run,0.5985,It is third down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007205,false,finalized,5,11/19/2015 02:59:03,run,0.4059,It is third down and inches. The ball is on your 45 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007206,false,finalized,5,11/21/2015 17:02:16,run,0.802,It is third down and inches. The ball is on your 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007207,false,finalized,5,11/18/2015 22:09:38,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007208,false,finalized,5,11/19/2015 10:30:25,run,0.8182,It is third down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007209,false,finalized,5,11/20/2015 23:58:22,run,0.8199,It is third down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007210,false,finalized,5,11/21/2015 01:29:29,run,0.61,It is third down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007211,false,finalized,5,11/18/2015 22:40:15,run,0.7987,It is third down and inches. The ball is on your 45 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007212,false,finalized,5,11/18/2015 22:06:18,run,1.0,It is third down and inches. The ball is on your 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007213,false,finalized,5,11/21/2015 04:13:44,Don't know / it depends,0.6262, You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007214,false,finalized,5,11/21/2015 14:31:53,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007215,false,finalized,5,11/20/2015 12:01:44,run,1.0,It is third down and inches. The ball is on your opponent's 5 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007216,false,finalized,5,11/21/2015 03:06:45,run,0.797,It is third down and inches. The ball is on your opponent's 20 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007217,false,finalized,5,11/21/2015 11:13:46,run,0.7998,It is third down and inches. The ball is on your opponent's 40 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007218,false,finalized,5,11/18/2015 21:12:37,run,1.0,It is third down and inches. The ball is on your 45 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007219,false,finalized,5,11/20/2015 20:10:42,run,0.6366,It is third down and inches. The ball is on your 20 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007220,false,finalized,5,11/20/2015 23:30:37,run,0.789,It is third down and inches. The ball is on your opponent's 1 yardline. There is 3 seconds left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007221,false,finalized,5,11/20/2015 13:42:33,kick a field goal,0.817,It is third down and inches. The ball is on your opponent's 5 yardline. There is 3 seconds left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007222,false,finalized,5,11/19/2015 14:54:20,kick a field goal,0.7981,It is third down and inches. The ball is on your opponent's 20 yardline. There is 3 seconds left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007223,false,finalized,5,11/18/2015 21:23:31,kick a field goal,0.3847,It is third down and inches. The ball is on your opponent's 40 yardline. There is 3 seconds left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007224,false,finalized,5,11/20/2015 00:50:34,pass,0.6085,It is third down and inches. The ball is on your 45 yardline. There is 3 seconds left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007225,false,finalized,5,11/21/2015 04:29:32,kneel down,0.4369,It is third down and inches. The ball is on your 20 yardline. There is 3 seconds left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007226,false,finalized,5,11/19/2015 10:26:47,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007227,false,finalized,5,11/19/2015 11:22:34,run,1.0,It is third down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007228,false,finalized,5,11/20/2015 22:43:15,run,0.7988,It is third down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007229,false,finalized,5,11/20/2015 22:07:27,run,0.6137,It is third down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007230,false,finalized,5,11/19/2015 02:07:30,run,0.8095,It is third down and inches. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007231,false,finalized,5,11/19/2015 10:06:14,run,1.0,It is third down and inches. The ball is on your 20 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007232,false,finalized,5,11/20/2015 13:10:53,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007233,false,finalized,5,11/21/2015 17:02:16,run,0.802,It is third down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007234,false,finalized,5,11/21/2015 18:15:00,run,0.8062,It is third down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007235,false,finalized,5,11/20/2015 19:58:33,run,1.0,It is third down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007236,false,finalized,5,11/18/2015 21:59:00,run,1.0,It is third down and inches. The ball is on your 45 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007237,false,finalized,5,11/21/2015 16:34:40,run,0.7955,It is third down and inches. The ball is on your 20 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007238,false,finalized,5,11/19/2015 16:11:52,run,0.8058,It is third down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007239,false,finalized,5,11/20/2015 03:06:27,run,1.0,It is third down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007240,false,finalized,5,11/21/2015 16:42:16,run,1.0,It is third down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007241,false,finalized,5,11/18/2015 21:25:18,run,1.0,It is third down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007242,false,finalized,5,11/20/2015 21:36:17,run,0.6034,It is third down and inches. The ball is on your 45 yardline. There is 7 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007243,false,finalized,5,11/20/2015 19:24:03,run,0.6283,It is third down and inches. The ball is on your 20 yardline. There is 7 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007244,false,finalized,5,11/19/2015 19:16:59,kneel down,0.785,It is third down and inches. The ball is on your opponent's 1 yardline. There is 3 seconds left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007245,false,finalized,5,11/21/2015 02:41:49,kick a field goal,0.6091,It is third down and inches. The ball is on your opponent's 5 yardline. There is 3 seconds left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007246,false,finalized,5,11/21/2015 04:10:39,kneel down,0.6154,It is third down and inches. The ball is on your opponent's 20 yardline. There is 3 seconds left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007247,false,finalized,5,11/19/2015 07:18:33,kneel down,0.8043,It is third down and inches. The ball is on your 20 yardline. There is 3 seconds left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007248,false,finalized,5,11/21/2015 05:11:40,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007249,false,finalized,5,11/20/2015 15:29:22,run,1.0,It is third down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007250,false,finalized,5,11/21/2015 20:45:25,run,1.0,It is third down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007251,false,finalized,5,11/18/2015 22:15:04,run,1.0,It is third down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007252,false,finalized,5,11/20/2015 19:21:10,run,1.0,It is third down and inches. The ball is on your 45 yardline. There is 2 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007253,false,finalized,5,11/21/2015 20:45:25,run,1.0,It is third down and inches. The ball is on your 20 yardline. There is 2 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007254,false,finalized,5,11/18/2015 21:15:59,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007255,false,finalized,5,11/21/2015 19:56:53,run,1.0,It is third down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007256,false,finalized,5,11/21/2015 02:19:50,run,0.8059,It is third down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007257,false,finalized,5,11/20/2015 20:37:38,run,1.0,It is third down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007258,false,finalized,5,11/20/2015 14:21:52,run,1.0,It is third down and inches. The ball is on your 45 yardline. There is 7 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007259,false,finalized,5,11/21/2015 02:49:29,run,0.6114,It is third down and inches. The ball is on your 20 yardline. There is 7 minutes left in the fourth quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007260,false,finalized,5,11/19/2015 10:06:14,Don't know / it depends,0.6263, You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007261,false,finalized,5,11/18/2015 21:21:15,run,0.8003,It is third down and inches. The ball is on your opponent's 1 yardline. It is the first quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007262,false,finalized,5,11/20/2015 16:36:44,run,0.6443,It is third down and inches. The ball is on your opponent's 5 yardline. It is the first quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007263,false,finalized,5,11/20/2015 21:22:36,run,1.0,It is third down and inches. The ball is on your opponent's 20 yardline. It is the first quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007264,false,finalized,5,11/19/2015 11:26:08,run,0.8103,It is third down and inches. The ball is on your opponent's 40 yardline. It is the first quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007265,false,finalized,5,11/19/2015 01:09:00,run,0.8182,It is third down and inches. The ball is on your 45 yardline. It is the first quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007266,false,finalized,5,11/21/2015 04:09:28,run,0.6058,It is third down and inches. The ball is on your 20 yardline. It is the first quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007267,false,finalized,5,11/21/2015 21:57:57,kick a field goal,0.5936,It is third down and inches. The ball is on your opponent's 1 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007268,false,finalized,5,11/21/2015 09:18:28,kick a field goal,0.6282,It is third down and inches. The ball is on your opponent's 5 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007269,false,finalized,5,11/19/2015 02:55:50,kick a field goal,0.8218,It is third down and inches. The ball is on your opponent's 20 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007270,false,finalized,5,11/21/2015 19:04:19,kick a field goal,0.3816,It is third down and inches. The ball is on your opponent's 40 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007271,false,finalized,5,11/20/2015 18:22:06,kneel down,0.6214,It is third down and inches. The ball is on your 45 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007272,false,finalized,5,11/19/2015 02:18:19,run,0.3981,It is third down and inches. The ball is on your 20 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007273,false,finalized,5,11/19/2015 13:39:47,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007274,false,finalized,5,11/19/2015 01:09:00,run,0.8182,It is third down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007275,false,finalized,5,11/21/2015 14:31:53,run,0.8085,It is third down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007276,false,finalized,5,11/19/2015 08:11:56,run,1.0,It is third down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007277,false,finalized,5,11/20/2015 15:49:08,run,1.0,It is third down and inches. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007278,false,finalized,5,11/19/2015 08:11:56,run,1.0,It is third down and inches. The ball is on your 20 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007279,false,finalized,5,11/19/2015 17:15:21,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007280,false,finalized,5,11/20/2015 19:34:30,run,1.0,It is third down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007281,false,finalized,5,11/21/2015 12:53:27,run,0.6283,It is third down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007282,false,finalized,5,11/18/2015 22:30:36,run,1.0,It is third down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007283,false,finalized,5,11/21/2015 03:06:45,run,0.5844,It is third down and inches. The ball is on your 45 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007284,false,finalized,5,11/19/2015 07:12:55,run,1.0,It is third down and inches. The ball is on your 20 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007285,false,finalized,5,11/20/2015 09:22:24,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007286,false,finalized,5,11/20/2015 14:08:18,run,1.0,It is third down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007287,false,finalized,5,11/19/2015 13:39:47,run,1.0,It is third down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007288,false,finalized,5,11/21/2015 03:46:08,run,1.0,It is third down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007289,false,finalized,5,11/18/2015 21:55:57,run,1.0,It is third down and inches. The ball is on your 45 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007290,false,finalized,5,11/19/2015 07:12:55,run,1.0,It is third down and inches. The ball is on your 20 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007291,false,finalized,5,11/20/2015 03:06:27,run,0.5918,It is third down and inches. The ball is on your opponent's 1 yardline. There is 3 seconds left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007292,false,finalized,5,11/19/2015 15:11:14,kick a field goal,0.4175,It is third down and inches. The ball is on your opponent's 5 yardline. There is 3 seconds left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007293,false,finalized,5,11/19/2015 09:13:37,kneel down,0.4276,It is third down and inches. The ball is on your opponent's 20 yardline. There is 3 seconds left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007294,false,finalized,5,11/20/2015 12:01:44,kneel down,0.6185,It is third down and inches. The ball is on your 20 yardline. There is 3 seconds left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007295,false,finalized,5,11/20/2015 22:01:57,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007296,false,finalized,5,11/20/2015 22:43:15,run,1.0,It is third down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007297,false,finalized,5,11/19/2015 04:27:32,run,0.596,It is third down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007298,false,finalized,5,11/21/2015 04:58:47,run,0.81,It is third down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007299,false,finalized,5,11/21/2015 19:04:19,run,1.0,It is third down and inches. The ball is on your 45 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007300,false,finalized,5,11/18/2015 22:01:19,run,1.0,It is third down and inches. The ball is on your 20 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007301,false,finalized,5,11/19/2015 13:18:40,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007302,false,finalized,5,11/18/2015 21:16:17,run,1.0,It is third down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007303,false,finalized,5,11/21/2015 08:42:51,run,0.7985,It is third down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007304,false,finalized,5,11/19/2015 07:37:46,run,1.0,It is third down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007305,false,finalized,5,11/21/2015 04:58:47,run,0.5788,It is third down and inches. The ball is on your 45 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007306,false,finalized,5,11/19/2015 13:28:10,run,1.0,It is third down and inches. The ball is on your 20 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831007307,false,finalized,5,11/19/2015 09:47:49,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. Would you:,, punt, kick a field goal, run, pass, kneel down
831007308,false,finalized,5,11/21/2015 13:05:07,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. It is the second quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831007309,false,finalized,5,11/21/2015 04:26:08,run,0.77,It is third down and inches. The ball is on your opponent's 1 yardline. It is the third quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831007310,false,finalized,5,11/20/2015 14:30:12,run,1.0,It is third down and inches. The ball is on your opponent's 1 yardline. It is the fourth quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831007311,false,finalized,5,11/21/2015 16:09:22,run,0.7814,It is third down and inches. The ball is on your opponent's 1 yardline. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
